#NTuple/Z0
#Units are ns, meters, GeV/c, Tesla, and V/m
#IEVT IPNUM IPTYP IPFLG JSRG T X Y Z Px Py Pz Bx By Bz Weight Ex Ey Ez SARC POLx POLy POLz
80 1 2 0 1 4.40466e-07 0.00310104 0.00751951 0 0.01035 -0.00379516 0.207294 -0.0475343 0.113465 -0.00162611 1.0000 0 0 0 0   0 0 0
81 1 2 0 1 4.40377e-07 0.0139721 0.00412903 0 -0.00521235 0.000768134 0.200245 -0.214311 0.165318 -0.000894594 1.0000 0 0 0 0   0 0 0
82 1 2 0 1 4.401e-07 0.0108758 -0.00284734 0 0.00463962 -0.0106129 0.186396 -0.16676 0.272293 0.000617172 1.0000 0 0 0 0   0 0 0
83 1 2 0 1 4.40082e-07 -0.0213733 0.0122557 0 -0.00528577 -0.0139588 0.189966 0.328727 0.0404163 -0.00263812 1.0000 0 0 0 0   0 0 0
84 1 2 0 1 4.40281e-07 -0.00469136 0.00422937 0 0.0308493 -0.0182069 0.193019 0.0719045 0.16383 -0.000916291 1.0000 0 0 0 0   0 0 0
85 1 2 0 1 4.40429e-07 -0.00118215 0.0146798 0 0.012136 -0.0111071 0.198682 0.0181331 0.00386616 -0.00314979 1.0000 0 0 0 0   0 0 0
86 1 2 0 1 4.40427e-07 0.00620552 0.00503227 0 -0.00143159 -0.0102768 0.199103 -0.0951208 0.15153 -0.0010899 1.0000 0 0 0 0   0 0 0
87 1 2 0 1 4.40496e-07 0.0209825 0.0107667 0 -0.00106259 0.0157657 0.202895 -0.322596 0.0633115 -0.00232147 1.0000 0 0 0 0   0 0 0
88 1 2 0 1 4.39947e-07 0.00200548 -0.000547925 0 0.00167692 -0.00785245 0.215821 -0.0307331 0.237016 0.000118809 1.0000 0 0 0 0   0 0 0
89 1 2 0 1 4.4001e-07 0.0167788 -0.0134406 0 -0.000539337 0.0311595 0.204971 -0.257821 0.435499 0.00288883 1.0000 0 0 0 0   0 0 0
90 1 2 0 1 4.40583e-07 0.022173 -0.00887188 0 0.0124277 -0.0186324 0.219951 -0.340936 0.365188 0.00191649 1.0000 0 0 0 0   0 0 0
91 1 2 0 1 4.40205e-07 -0.00759588 -0.000568015 0 -0.0120077 -0.0138533 0.231069 0.116431 0.237326 0.000123165 1.0000 0 0 0 0   0 0 0
92 1 2 0 1 4.40418e-07 -0.0244023 -0.0107243 0 0.00195052 0.00872694 0.226406 0.375549 0.393889 0.00231242 1.0000 0 0 0 0   0 0 0
93 1 2 0 1 4.40621e-07 0.00954538 -0.0259546 0 -0.0061646 0.00193343 0.223725 -0.146942 0.629474 0.00544335 1.0000 0 0 0 0   0 0 0
94 1 2 0 1 4.40415e-07 -0.00353502 -0.00499861 0 -0.00669087 0.00724749 0.233556 0.0541805 0.305279 0.00108262 1.0000 0 0 0 0   0 0 0
95 1 2 0 1 4.40444e-07 -0.0165457 0.0102247 0 0.00664889 -0.0218028 0.194029 0.254077 0.0718115 -0.00220592 1.0000 0 0 0 0   0 0 0
96 1 2 0 1 4.40561e-07 -0.0457498 -0.0334438 0 -0.00954168 -0.0242572 0.220722 0.715131 0.753546 0.00685658 1.0000 0 0 0 0   0 0 0
97 1 2 0 1 4.40521e-07 0.0205976 -0.0216344 0 -0.0225303 0.00562125 0.196367 -0.317322 0.562825 0.00458444 1.0000 0 0 0 0   0 0 0
98 1 2 0 1 4.4061e-07 -0.00581587 -0.0262464 0 -0.0135781 -0.0136997 0.184499 0.0895113 0.63391 0.00550043 1.0000 0 0 0 0   0 0 0
99 1 2 0 1 4.40284e-07 -0.00868367 -0.00663964 0 0.0250412 -0.0323277 0.177691 0.133143 0.330507 0.00143665 1.0000 0 0 0 0   0 0 0
100 1 2 0 1 4.40242e-07 0.0210595 -0.0217181 0 -0.00606934 0.000269964 0.229202 -0.32448 0.564165 0.0046013 1.0000 0 0 0 0   0 0 0
0 1 2 0 2 4.45902e-07 -0.00584474 -0.00847428 1.5 0 0 0.203 0 0 0 1.0000 0 0 0 0   0 0 0
